"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2014년 11월 12일","62.08","63.17","63.65","61.91","-","-1.89%"
"2014년 11월 11일","63.28","62.45","64.44","62.45","-","1.57%"
"2014년 11월 10일","62.29","63.82","65.76","62.29","-","-2.71%"
"2014년 11월 07일","64.03","63.20","64.33","62.67","-","1.29%"
"2014년 11월 06일","63.22","62.85","63.33","62.53","-","0.56%"
"2014년 11월 05일","62.86","62.91","63.12","62.03","-","-0.21%"
"2014년 11월 04일","62.99","64.10","64.32","62.75","-","-2.08%"
"2014년 11월 03일","64.32","64.49","64.87","63.69","-","-0.04%"
"2014년 10월 31일","64.35","64.42","64.79","63.27","-","-0.14%"
"2014년 10월 30일","64.44","65.33","66.00","64.34","-","-1.20%"
"2014년 10월 29일","65.22","64.36","65.99","64.18","-","1.20%"
"2014년 10월 28일","64.45","63.56","64.50","63.24","-","1.14%"
"2014년 10월 27일","63.72","63.70","64.26","63.33","-","-0.19%"
"2014년 10월 24일","63.85","63.10","64.66","62.74","-","1.20%"
"2014년 10월 23일","63.09","62.53","63.30","61.99","-","0.80%"
"2014년 10월 22일","62.59","62.94","63.41","62.46","-","-0.37%"
"2014년 10월 21일","62.82","62.31","63.62","62.11","-","0.87%"
"2014년 10월 20일","62.28","63.22","63.39","62.24","-","-1.17%"
"2014년 10월 17일","63.01","63.63","64.14","62.97","-","-0.76%"
"2014년 10월 16일","63.49","63.68","64.19","63.49","-","-0.42%"
"2014년 10월 15일","63.76","64.39","64.46","63.31","-","-0.80%"
"2014년 10월 14일","64.28","65.33","65.64","64.09","-","-1.68%"
"2014년 10월 13일","65.37","64.38","65.41","64.16","-","1.55%"
"2014년 10월 10일","64.38","63.90","65.50","63.63","-","0.76%"
"2014년 10월 09일","63.89","64.82","64.92","63.15","-","-1.52%"
"2014년 10월 08일","64.88","65.17","65.21","64.43","-","-0.51%"
"2014년 10월 07일","65.21","64.39","65.29","64.24","-","1.25%"
"2014년 10월 06일","64.40","62.67","64.96","62.35","-","2.73%"
"2014년 10월 03일","62.69","61.74","62.69","61.72","-","1.66%"
"2014년 10월 02일","61.67","62.25","62.54","61.26","-","-0.87%"
"2014년 10월 01일","62.21","61.47","62.33","61.16","-","1.40%"
"2014년 09월 30일","61.35","61.79","62.03","61.03","-","-0.41%"
"2014년 09월 29일","61.60","61.83","62.85","61.42","-","-0.47%"
"2014년 09월 26일","61.89","61.25","63.25","61.23","-","0.82%"
"2014년 09월 25일","61.38","61.69","61.80","60.85","-","-0.28%"
"2014년 09월 24일","61.56","62.69","62.76","61.03","-","-1.92%"
"2014년 09월 23일","62.76","62.90","63.29","62.09","-","0.13%"
"2014년 09월 22일","62.68","64.38","64.38","62.24","-","-2.67%"
"2014년 09월 19일","64.40","65.05","65.07","63.72","-","-1.27%"
"2014년 09월 18일","65.23","65.59","65.79","64.68","-","-0.76%"
"2014년 09월 17일","65.73","65.50","66.20","65.42","-","0.17%"
"2014년 09월 16일","65.62","66.03","66.11","65.28","-","-0.52%"
"2014년 09월 15일","65.96","67.79","67.86","65.74","-","-2.89%"
"2014년 09월 12일","67.93","68.04","68.48","67.52","-","-0.18%"
"2014년 09월 11일","68.05","67.01","68.18","66.35","-","1.61%"
"2014년 09월 10일","66.97","65.67","67.38","65.35","-","1.95%"
"2014년 09월 09일","65.69","65.00","65.87","64.46","-","1.05%"
"2014년 09월 08일","65.01","64.32","65.18","64.18","-","1.02%"
"2014년 09월 05일","64.36","65.46","65.54","63.95","-","-1.71%"
"2014년 09월 04일","65.48","66.04","66.44","65.40","-","-0.69%"
"2014년 09월 03일","65.93","65.48","66.15","65.16","-","0.61%"
"2014년 09월 02일","65.54","66.31","66.32","65.07","-","-1.60%"
"2014년 08월 29일","66.60","66.53","66.64","65.78","-","-0.04%"
"2014년 08월 28일","66.63","67.40","67.40","66.17","-","-1.01%"
"2014년 08월 27일","67.31","66.81","67.72","66.59","-","0.81%"
"2014년 08월 26일","66.76","66.24","66.95","65.85","-","0.80%"
"2014년 08월 25일","66.24","66.13","66.44","65.03","-","0.23%"
"2014년 08월 22일","66.08","65.84","66.27","65.40","-","0.31%"
"2014년 08월 21일","65.88","65.96","66.67","65.32","-","0.13%"
"2014년 08월 20일","65.79","64.17","66.20","64.15","-","2.49%"
"2014년 08월 19일","64.19","63.93","64.40","63.90","-","0.43%"
"2014년 08월 18일","63.92","64.54","64.70","63.79","-","-0.72%"
"2014년 08월 15일","64.38","64.75","64.98","64.16","-","-0.52%"
"2014년 08월 14일","64.71","65.07","65.19","63.94","-","-0.14%"
"2014년 08월 13일","64.81","63.53","65.22","63.53","-","2.15%"
"2014년 08월 12일","63.44","64.46","64.75","63.31","-","-1.40%"
"2014년 08월 11일","64.34","64.10","65.04","64.06","-","0.25%"
"2014년 08월 08일","64.18","64.13","64.74","63.76","-","0.16%"
"2014년 08월 07일","64.07","64.43","64.43","64.00","-","-0.65%"
"2014년 08월 06일","64.50","63.86","65.07","63.79","-","1.03%"
"2014년 08월 05일","63.83","64.25","64.48","63.33","-","-0.85%"
"2014년 08월 04일","64.39","63.29","64.60","63.29","-","1.91%"
"2014년 08월 03일","63.18","63.18","63.18","63.18","-","0.00%"
"2014년 08월 01일","63.18","62.79","63.97","62.03","-","0.56%"
"2014년 07월 31일","62.83","63.94","63.99","62.34","-","-1.88%"
"2014년 07월 30일","64.04","65.20","65.20","63.77","-","-1.78%"
"2014년 07월 29일","65.19","65.90","65.90","64.62","-","-0.96%"
"2014년 07월 28일","65.82","65.43","66.03","65.39","-","0.68%"
"2014년 07월 25일","65.38","66.29","66.45","64.56","-","-1.26%"
"2014년 07월 24일","66.21","68.21","68.24","65.68","-","-2.82%"
"2014년 07월 23일","68.14","67.92","68.39","67.56","-","0.34%"
"2014년 07월 22일","67.90","67.64","68.54","67.64","-","0.30%"
"2014년 07월 21일","67.70","67.75","68.13","67.41","-","-0.10%"
"2014년 07월 18일","67.76","67.69","67.98","67.35","-","0.09%"
"2014년 07월 17일","67.71","67.67","68.04","67.26","-","0.12%"
"2014년 07월 16일","67.63","67.79","69.13","67.42","-","-0.34%"
"2014년 07월 15일","67.86","68.35","68.65","67.51","-","-0.90%"
"2014년 07월 14일","68.47","67.88","68.89","67.83","-","0.53%"
"2014년 07월 11일","68.11","68.59","69.07","67.14","-","-0.65%"
"2014년 07월 10일","68.56","69.60","69.80","68.51","-","-1.52%"
"2014년 07월 09일","69.61","70.26","70.67","69.51","-","-1.09%"
