"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2011년 07월 27일","827.60","838.70","847.50","824.40","-","-1.11%"
"2011년 07월 26일","836.90","807.50","845.30","806.10","-","3.73%"
"2011년 07월 25일","806.80","804.10","810.40","799.00","-","-0.07%"
"2011년 07월 22일","807.40","807.30","814.30","800.70","-","0.00%"
"2011년 07월 21일","807.40","794.90","809.50","793.70","-","1.61%"
"2011년 07월 20일","794.60","792.90","797.60","786.80","-","0.19%"
"2011년 07월 19일","793.10","795.70","803.20","787.70","-","-0.34%"
"2011년 07월 18일","795.80","786.40","798.50","780.70","-","1.60%"
"2011년 07월 15일","783.30","781.10","785.00","770.10","-","0.15%"
"2011년 07월 14일","782.10","783.00","783.00","783.00","0.00K","-0.08%"
"2011년 07월 13일","782.75","780.00","780.00","780.00","0.00K","1.87%"
"2011년 07월 12일","768.40","768.20","771.20","748.10","-","0.01%"
"2011년 07월 11일","768.30","775.40","777.30","765.20","-","-1.35%"
"2011년 07월 08일","778.80","786.30","786.60","772.30","-","-0.82%"
"2011년 07월 07일","785.20","770.10","788.70","769.80","-","1.89%"
"2011년 07월 06일","770.60","774.10","780.00","765.20","-","-0.52%"
"2011년 07월 05일","774.65","771.90","771.90","771.90","0.00K","1.79%"
"2011년 07월 04일","761.00","759.80","763.30","756.20","-","0.14%"
"2011년 07월 01일","759.90","757.40","759.90","749.30","-","0.34%"
"2011년 06월 30일","757.30","752.60","763.30","751.60","-","0.95%"
"2011년 06월 29일","750.15","736.75","736.75","736.75","0.00K","1.70%"
"2011년 06월 28일","737.60","728.90","741.40","724.40","-","2.04%"
"2011년 06월 27일","722.85","723.05","723.05","720.05","0.01K","-1.01%"
"2011년 06월 24일","730.20","732.90","732.90","732.90","0.00K","-1.53%"
"2011년 06월 23일","741.55","742.00","742.00","741.85","0.00K","-2.90%"
"2011년 06월 22일","763.70","768.60","775.70","761.00","-","-0.59%"
"2011년 06월 21일","768.20","752.10","769.40","751.90","-","2.91%"
"2011년 06월 20일","746.50","735.00","735.00","735.00","0.00K","0.38%"
"2011년 06월 17일","743.70","745.20","746.45","745.20","0.01K","-1.67%"
"2011년 06월 16일","756.30","775.20","779.00","749.10","-","-2.29%"
"2011년 06월 15일","774.00","795.00","795.00","784.30","0.02K","-2.14%"
"2011년 06월 14일","790.90","798.25","798.80","798.25","0.01K","-0.95%"
"2011년 06월 13일","798.45","812.20","812.20","794.70","0.03K","-2.11%"
"2011년 06월 10일","815.70","817.55","818.05","806.45","0.01K","-0.09%"
"2011년 06월 09일","816.40","809.70","816.10","809.70","0.01K","1.33%"
"2011년 06월 08일","805.70","810.00","811.00","795.60","-","-0.26%"
"2011년 06월 07일","807.80","802.85","809.40","802.35","0.03K","1.35%"
"2011년 06월 06일","797.05","787.35","794.35","787.00","0.03K","1.76%"
"2011년 06월 03일","783.25","762.95","779.30","762.95","0.03K","1.93%"
"2011년 06월 02일","768.40","770.85","777.20","768.00","0.40K","-1.16%"
"2011년 06월 01일","777.45","772.00","788.55","769.80","0.12K","-0.19%"
"2011년 05월 31일","778.95","761.05","782.25","756.35","0.60K","2.25%"
"2011년 05월 30일","761.80","763.00","763.20","758.90","-","0.25%"
"2011년 05월 27일","759.90","753.50","761.25","751.55","2.89K","0.30%"
"2011년 05월 26일","757.60","751.60","759.80","745.80","-","0.70%"
"2011년 05월 25일","752.30","739.20","752.80","735.60","-","1.69%"
"2011년 05월 24일","739.80","732.50","745.20","731.10","-","1.07%"
"2011년 05월 23일","732.00","739.00","740.00","723.70","-","-0.65%"
"2011년 05월 20일","736.80","728.50","740.00","725.40","-","1.17%"
"2011년 05월 19일","728.30","735.40","740.20","723.80","-","-1.07%"
"2011년 05월 18일","736.20","720.70","738.00","720.30","-","2.01%"
"2011년 05월 17일","721.70","710.30","722.00","705.40","-","1.56%"
"2011년 05월 16일","710.60","711.70","719.50","705.60","-","0.24%"
"2011년 05월 13일","708.90","713.90","724.60","703.00","-","-0.76%"
"2011년 05월 12일","714.30","714.30","723.40","695.90","-","-0.04%"
"2011년 05월 11일","714.60","730.90","737.20","713.10","-","-2.31%"
"2011년 05월 10일","731.50","730.80","740.60","727.60","-","0.33%"
"2011년 05월 09일","729.10","718.90","735.20","716.30","-","1.25%"
"2011년 05월 06일","720.10","711.50","732.50","707.50","-","1.22%"
"2011년 05월 05일","711.40","748.90","752.80","700.10","-","-4.99%"
"2011년 05월 04일","748.80","775.50","778.80","742.10","-","-3.52%"
"2011년 05월 03일","776.10","770.10","790.50","767.50","-","0.88%"
"2011년 05월 02일","769.30","779.80","794.70","769.30","-","-3.17%"
"2011년 04월 29일","794.50","774.60","797.20","774.60","-","2.25%"
"2011년 04월 28일","777.00","768.80","784.30","767.50","-","0.95%"
"2011년 04월 27일","769.70","757.00","770.20","750.00","-","1.74%"
"2011년 04월 26일","756.50","759.80","760.80","740.50","-","-0.41%"
"2011년 04월 25일","759.60","772.60","777.40","742.80","-","-1.39%"
"2011년 04월 22일","770.30","770.30","770.30","770.30","-","0.10%"
"2011년 04월 21일","769.50","758.50","772.30","758.50","-","1.41%"
"2011년 04월 20일","758.80","733.60","764.80","732.70","-","3.58%"
"2011년 04월 19일","732.60","738.00","745.50","726.90","-","-0.77%"
"2011년 04월 18일","738.30","768.10","770.00","723.70","-","-3.52%"
"2011년 04월 15일","765.20","778.30","779.10","764.10","-","-1.10%"
"2011년 04월 14일","773.70","764.40","764.40","750.00","0.00K","1.17%"
"2011년 04월 13일","764.75","754.05","754.05","754.05","0.00K","0.15%"
"2011년 04월 12일","763.60","775.30","790.10","760.60","-","-1.50%"
"2011년 04월 11일","775.20","801.70","805.00","773.10","-","-2.63%"
"2011년 04월 08일","796.10","773.00","803.30","768.20","-","2.99%"
"2011년 04월 07일","773.00","786.80","795.70","772.80","-","-1.78%"
"2011년 04월 06일","787.00","790.00","799.60","782.10","-","-0.35%"
"2011년 04월 05일","789.80","786.60","794.10","776.00","-","0.48%"
"2011년 04월 04일","786.00","778.80","789.80","775.50","-","1.41%"
"2011년 04월 01일","775.10","766.70","777.30","762.80","-","1.10%"
"2011년 03월 31일","766.70","753.90","771.70","752.20","-","1.13%"
"2011년 03월 30일","758.10","738.00","739.60","736.60","0.01K","0.64%"
"2011년 03월 29일","753.30","744.20","758.40","738.60","-","1.02%"
"2011년 03월 28일","745.70","743.80","746.95","743.80","0.00K","-0.63%"
