"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2013년 10월 16일","129.30","128.65","129.40","128.57","3.93K","0.62%"
"2013년 10월 15일","128.50","129.28","129.40","128.45","7.95K","-0.73%"
"2013년 10월 14일","129.45","129.00","129.60","128.82","3.08K","0.50%"
"2013년 10월 11일","128.80","128.40","128.90","128.32","4.94K","0.39%"
"2013년 10월 10일","128.30","128.18","128.43","127.90","3.04K","0.23%"
"2013년 10월 09일","128.00","128.20","128.22","127.80","2.93K","-0.22%"
"2013년 10월 08일","128.28","127.97","128.35","127.92","2.86K","0.31%"
"2013년 10월 07일","127.88","127.95","128.15","127.65","15.05K","-0.13%"
"2013년 10월 04일","128.05","127.30","128.15","127.20","10.30K","0.49%"
"2013년 10월 03일","127.42","127.15","127.62","126.97","7.18K","0.09%"
"2013년 10월 02일","127.30","127.15","127.62","127.08","6.83K","0.04%"
"2013년 10월 01일","127.25","127.47","127.60","127.03","11.62K","-0.47%"
"2013년 09월 30일","127.85","128.18","128.18","127.45","9.23K","-0.31%"
"2013년 09월 27일","128.25","127.40","128.40","127.40","10.41K","0.43%"
"2013년 09월 26일","127.70","127.55","127.80","127.00","9.66K","0.12%"
"2013년 09월 25일","127.55","127.17","127.90","127.17","13.18K","0.17%"
"2013년 09월 24일","127.33","126.50","127.35","126.50","9.67K","0.58%"
"2013년 09월 23일","126.60","126.53","126.95","126.42","10.34K","0.52%"
"2013년 09월 20일","125.95","125.90","126.40","125.78","12.23K","0.02%"
"2013년 09월 19일","125.92","125.60","126.22","125.50","11.18K","0.51%"
"2013년 09월 18일","125.28","124.95","126.05","124.65","16.89K","0.09%"
"2013년 09월 17일","125.17","125.42","125.53","124.30","21.09K","-0.30%"
