"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2014년 10월 09일","16,577.00","16,407.00","16,830.00","16,406.00","-","1.04%"
"2014년 10월 08일","16,407.00","16,978.00","16,978.00","16,371.00","-","-3.36%"
"2014년 10월 07일","16,978.00","16,751.00","16,987.00","16,601.00","-","1.32%"
"2014년 10월 06일","16,756.00","16,575.00","16,812.00","16,451.00","-","0.65%"
"2014년 10월 03일","16,647.00","16,060.00","16,655.00","16,027.00","-","3.66%"
"2014년 10월 02일","16,060.00","16,150.00","16,275.00","16,012.00","-","-0.65%"
"2014년 10월 01일","16,165.00","16,265.00","16,305.00","15,869.00","-","-0.61%"
"2014년 09월 30일","16,265.00","16,657.00","16,823.00","16,265.00","-","-2.31%"
"2014년 09월 29일","16,650.00","16,800.00","16,811.00","16,536.00","-","-1.25%"
"2014년 09월 26일","16,860.00","17,210.00","17,456.00","16,851.00","-","-2.20%"
