"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2009년 08월 20일","469.00","467.00","471.25","462.25","11.25K","0.64%"
"2009년 08월 19일","466.00","472.50","480.75","457.75","28.58K","-0.96%"
"2009년 08월 18일","470.50","470.25","479.00","468.50","20.92K","-0.26%"
"2009년 08월 17일","471.75","481.25","481.25","465.25","27.47K","-2.08%"
"2009년 08월 14일","481.75","482.25","486.50","473.75","30.32K","0.05%"
"2009년 08월 13일","481.50","487.00","496.50","480.25","43.19K","-1.78%"
"2009년 08월 12일","490.25","485.75","491.00","476.25","42.71K","1.03%"
"2009년 08월 11일","485.25","494.25","499.75","483.50","50.43K","-1.82%"
"2009년 08월 10일","494.25","488.00","501.50","485.25","65.23K","0.97%"
"2009년 08월 07일","489.50","501.00","505.00","488.00","76.90K","-2.15%"
