"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2016년 08월 11일","67.20","67.40","67.67","67.15","4.13K","0.12%"
"2016년 08월 10일","67.12","67.22","67.35","66.83","2.06K","0.30%"
"2016년 08월 09일","66.92","67.28","67.55","66.85","2.66K","-0.27%"
"2016년 08월 08일","67.10","67.60","67.70","66.95","3.16K","-0.52%"
"2016년 08월 05일","67.45","67.75","68.10","67.35","4.57K","-0.37%"
"2016년 08월 04일","67.70","68.42","68.42","67.60","3.81K","-0.95%"
"2016년 08월 03일","68.35","68.88","69.10","68.30","3.84K","-0.83%"
"2016년 08월 02일","68.92","68.70","69.22","68.67","4.40K","0.39%"
"2016년 08월 01일","68.65","69.65","69.65","68.60","7.34K","-0.46%"
"2016년 07월 29일","68.97","69.20","70.15","68.70","6.55K","0.17%"
"2016년 07월 28일","68.85","71.72","71.78","68.78","12.27K","-3.93%"
"2016년 07월 27일","71.67","74.45","74.58","71.60","11.66K","-3.93%"
"2016년 07월 26일","74.60","75.72","75.92","74.47","7.92K","-1.41%"
"2016년 07월 25일","75.67","75.90","75.92","74.83","5.63K","0.52%"
"2016년 07월 22일","75.28","74.60","75.42","73.83","9.18K","1.11%"
"2016년 07월 21일","74.45","76.20","76.20","74.15","10.73K","-2.30%"
"2016년 07월 20일","76.20","77.45","78.15","76.12","13.94K","-1.49%"
"2016년 07월 19일","77.35","78.28","78.28","77.28","9.35K","-0.62%"
